ticker,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
AIZ,2022-09-30,USD,255400000,2547800000,2292400000,NA,255400000,1842500000,NA,1842500000,NA,-26300000,26300000,26300000,2197300000,NA,NA,44800000,8500000,1200000,26300000,7300000,-255400000,34800000,79600000,7300000
AJG,2022-09-30,USD,797800000,1979600000,1181800000,0,476300000,1181800000,NA,321500000,NA,-64400000,64400000,64400000,2044000000,NA,32900000,145500000,314500000,58700000,64400000,256300000,-165400000,378900000,524400000,255800000
AJRD,2022-09-30,USD,43300000,522000000,478700000,459300000,53300000,5600000,NA,19000000,NA,-5100000,2200000,5100000,527100000,-23000000,NA,13800000,27400000,13700000,27800000,13700000,18900000,32500000,46300000,13700000
AJX,2022-09-30,USD,14141000,21891000,-3168000,-16000,12113000,667000,NA,2028000,16800000,8652000,20021000,11369000,0,-451000,NA,861000,-7061000,2400000,11369000,-9536000,-19973000,4308000,-1652000,-9461000
AKAM,2022-09-30,USD,532661000,879111000,346450000,346450000,160438000,263360000,94047000,374981000,NA,-2785000,782000,2785000,881896000,-275000,NA,17374000,158160000,50006000,2785000,108154000,64561000,160945000,178319000,108154000
AKBA,2022-09-30,USD,10111000,48058000,37947000,37947000,-48174000,30918000,27350000,59191000,NA,-3952000,NA,3952000,48058000,1167000,NA,9000000,-51865000,NA,906000,-47007000,-51865000,-48174000,-39174000,-51865000
AKLI,2022-09-30,USD,-41000,82000,123000,123000,-24506000,16911000,7554000,24465000,NA,-496000,NA,496000,NA,78252000,NA,134000,53236000,NA,NA,53236000,NA,53732000,53866000,53236000
AKR,2022-09-30,USD,-11089000,79946000,91035000,13810000,-13953000,10170000,NA,77225000,NA,-103000,75609000,103000,8885000,-46585000,NA,33744000,-59101000,-17000,21162000,-55891000,-17447000,-13953000,-25254000,-59084000
AKRO,2022-09-30,USD,-11328000,NA,11004000,-36091000,-36091000,11004000,25087000,47095000,NA,-324000,NA,324000,-12000,873000,11000,11000,-35542000,0,324000,-35218000,-35539000,-35218000,-35207000,-35542000
AKTS,2022-09-30,USD,-887000,5566000,6453000,6453000,-17966000,6982000,10097000,17079000,NA,-143000,NA,143000,-446000,-1182000,NA,2547000,-19148000,-57000,589000,-19091000,-19091000,-17966000,-15744000,-19091000
AKU,2022-09-30,USD,11421000,186605000,175184000,150674000,-8450000,150674000,NA,195055000,NA,-29679000,NA,29679000,-26000,-29257000,19500000,50279000,-41833000,12038000,29679000,-49745000,-53864000,-12154000,38125000,-53871000
AKYA,2022-09-30,USD,10907000,18852000,7945000,7945000,-16653000,19922000,5466000,27560000,117000,-18000,NA,18000,18852000,-89000,NA,1815000,-17851000,21000,18000,-17872000,-17846000,-16653000,-16018000,-17872000
AL,2022-09-30,USD,521616000,561334000,39718000,364851000,98121000,39718000,NA,423495000,NA,-135510000,135510000,135510000,19937000,NA,242503000,242504000,137839000,27458000,135510000,110381000,103428000,273349000,505428000,110381000
ALB,2022-09-30,USD,1043814000,2091805000,1047991000,1047991000,890977000,134479000,18358000,155934000,NA,-826000,29691000,826000,0,7974000,NA,952000,1094153000,196938000,29691000,931206000,687044000,890977000,1095931000,897215000
ALBO,2022-09-30,USD,8607000,9219000,612000,612000,-34657000,20564000,23312000,65053000,NA,-2530000,NA,2530000,9219000,-613000,NA,178000,-37800000,0,613000,-37800000,-37840000,-34657000,-35092000,-37800000
ALBT,2022-09-30,USD,70238,317390,247152,247152,-1589099,1111000,170406,1659337,NA,-77109,NA,77109,-37033,-521553,81989,NA,-5414154,NA,77109,-5414154,-5451187,-1589099,-1994889,-5414154
ALCO,2022-06-30,USD,1311000,25938000,24627000,24627000,-1246000,2557000,NA,2557000,NA,-1249000,NA,1249000,25938000,5764000,NA,7640000,3708000,1002000,1249000,2662000,2706000,-1246000,12202000,2706000
ALDX,2022-09-30,USD,-3661853,NA,3244936,NA,-14784556,3244936,11539620,14784556,648242,-416917,648242,416917,NA,648242,65311,191.94,-14553231,NA,416917,-14553231,-14553201,-14784556,-14784364.06,-14553231
ALEC,2022-09-30,USD,600000,14852000,14252000,NA,-47748000,14252000,48348000,62600000,NA,NA,NA,NA,14852000,2333000,NA,1347000,-45415000,733000,NA,-46148000,-46666000,-47748000,-46401000,-46148000
ALEX,2022-09-30,USD,84500000,97200000,12700000,72500000,12000000,12700000,NA,12700000,NA,0,5500000,5500000,NA,0,NA,10400000,6400000,0,5500000,6400000,9000000,11900000,22300000,6400000
ALG,2022-09-30,USD,92365000,365059000,332957000,276428000,35840000,52723000,NA,56529000,93000,-3734000,93000,3734000,368793000,1413000,5659000,3806000,33612000,7791000,3734000,25821000,1128000,37346000,41152000,25821000
ALGN,2022-09-30,USD,619169000,890348000,271179000,271179000,143656000,398547000,76966000,475513000,NA,1685000,1685000,1685000,890300000,-21015000,NA,3900000,122641000,49941000,NA,72700000,51725000,143656000,147556000,72700000
ALGS,2022-09-30,USD,-5263000,4106000,5263000,NA,-18948000,5263000,17791000,23054000,NA,466000,466000,466000,NA,NA,500000,906000,-18664000,-43000,NA,-18621000,-18512000,-18948000,-17292000,-18621000
ALGT,2022-09-30,USD,311940000,560325000,248385000,499987000,-30911000,25815000,NA,591236000,4918000,20016000,49962000,29946000,516476000,-223000,NA,50092000,-56162000,-9703000,29946000,-46459000,-48049000,-30911000,23876000,-46459000
ALHC,2022-09-30,USD,283800000,360348000,76548000,312850000,-33410000,76452000,NA,393758000,NA,-4605000,NA,4605000,717760000,-6670000,4417000,4513000,-40080000,167000,6801000,-40247000,-40247000,-35475000,-30962000,-40247000
ALIM,2022-09-30,USD,11592000,12031000,12351000,2006000,-3411000,9856000,4483000,15003000,NA,-1500000,NA,1500000,13531000,NA,NA,489000,-5245000,12000,1500000,-5257000,-5901000,-3745000,-3256000,-5257000
ALK,2022-09-30,USD,715000000,2800000000,2085000000,1114000000,62000000,130000000,NA,2766000000,17000000,-28000000,11000000,28000000,2828000000,14000000,NA,104000000,65000000,25000000,28000000,40000000,20000000,62000000,197000000,40000000
ALKT,2022-09-30,USD,27568000,52227000,56339000,25844000,-19819000,28058000,18222000,47387000,851000,-1185000,851000,1185000,53412000,792000,600000,1700000,-20212000,-163000,1185000,-20049000,-20049000,-19027000,-17327000,-20049000
ALL,2022-09-30,USD,11422000000,13208000000,1786000000,NA,9476000000,79000000,NA,1946000000,-64000000,-85000000,NA,85000000,14000000,NA,NA,90000000,-905000000,-237000000,85000000,-668000000,-1547000000,-820000000,-730000000,-668000000
ALLK,2022-09-30,USD,-13007000,NA,13007000,NA,-31445000,13007000,18438000,31445000,NA,711000,711000,711000,0,-103000,NA,1496000,-30837000,0,NA,-31548000,-30641000,-31445000,-29949000,-30837000
ALLO,2022-09-30,USD,-18848000,49000,18897000,NA,-82489000,18897000,63641000,82538000,-495000,1002000,1002000,1002000,49000,-1661000,3860000,3860000,-83148000,NA,NA,-83148000,-84634000,-82489000,-78286000,-83148000
ALLR,2022-09-30,USD,-1999000,NA,1558000,NA,-4562000,1558000,3004000,4562000,14000,-35000,14000,35000,-406000,-470000,11000,24000,-5032000,5000,35000,-5068000,-5680000,-4997000,-4300000,-5037000
ALLY,2022-09-30,USD,785000000,2016000000,1231000000,NA,266000000,231000000,NA,519000000,NA,1342000000,2146000000,804000000,297000000,NA,42000000,51000000,416000000,117000000,804000000,300000000,-1032000000,1220000000,1271000000,299000000
ALNY,2022-09-30,USD,-8060000,264306000,272366000,36507000,-258040000,235859000,245371000,481230000,NA,-41084000,7820000,41084000,-76586000,-30233000,NA,20650000,-405943000,-23000,117670000,-405920000,-407479000,-364859000,-344209000,-405920000
ALPA,2022-09-30,USD,NA,NA,NA,NA,-123872,123872,NA,123872,NA,NA,NA,NA,NA,NA,NA,NA,574413,-266406,NA,840819,840819,-123872,-123872,840819
ALPN,2022-09-30,USD,3652000,8262000,4610000,NA,-13832000,4610000,17589000,22199000,664000,-105000,664000,105000,8367000,0,148000,1086000,-13273000,0,105000,-13273000,-13573000,-13168000,-12082000,-13273000
ALPP,2022-06-30,USD,6609719,29906102,27744404,18661407,-2868113,9082997,394835,9477832,NA,-962474,NA,962474,25271126,258660,830297,1484519,2025523,0,962474,2025523,2025523,2987997,4472516,2025523
ALR,2022-09-30,USD,161087000,182760000,21673000,168290000,-7302000,17015000,NA,189963000,NA,-1474000,1673000,1474000,184232000,NA,2849000,3088000,-8477000,31000,1474000,-8508000,-8787000,-7302000,-3915000,-8508000
ALRM,2022-09-30,USD,71110000,215351000,144241000,85586000,16316000,51068000,55581000,114236000,NA,-787000,2903000,787000,216138000,-76000,NA,7587000,18532000,200000,787000,18156000,18332000,16316000,26906000,18332000
ALRN,2022-09-30,USD,-2243000,NA,2243000,NA,-6482000,2243000,4239000,6482000,NA,110000,110000,110000,0,4000,15000,43000,-6368000,NA,NA,-6478000,-6365000,-6482000,-6439000,-6368000
ALRS,2022-09-30,USD,12622000,55389000,42767000,NA,6047000,5246000,NA,6575000,NA,28316000,32275000,3959000,27010000,NA,NA,2117000,12559000,2940000,3959000,9619000,-22885000,16518000,18635000,9619000
ALSN,2022-09-30,USD,328000000,710000000,382000000,382000000,203000000,78000000,47000000,125000000,NA,-29000000,NA,29000000,710000000,-15000000,29000000,12000000,159000000,20000000,NA,139000000,138000000,203000000,215000000,139000000
ALT,2022-09-30,USD,-4554000,2000,4492000,NA,-24752000,4492000,20262000,24754000,1053000,-64000,1053000,64000,2000,50000,NA,31000,-23716000,-200000,64000,-23513000,-23659000,-23652000,-23224000,-23516000
ALTO,2022-09-30,USD,-19839000,336877000,356716000,356716000,-27242000,7403000,NA,7540000,NA,-340000,-348000,-8000,NA,-456000,6260000,137000,-28038000,319000,-8000,-27698000,-28038000,-27242000,-27105000,-28038000
ALTR,2022-09-30,USD,91442000,113970000,98401000,27909000,-24996000,63921000,48781000,116438000,NA,-1566000,NA,1566000,115536000,1708000,1700000,6571000,-28669000,4579000,1566000,-33248000,-51041000,-27103000,-20532000,-33248000
ALTU,2022-09-30,USD,NA,NA,NA,NA,-439362,439362,NA,439362,1,222472,222472,NA,NA,222471,NA,NA,1172660,14023,NA,1158637,1158637,-439362,-439362,1158637
ALVR,2022-09-30,USD,-12946000,NA,12946000,NA,-42950000,12946000,30004000,42950000,668000,668000,668000,668000,NA,210000,NA,85000,-42072000,0,NA,-42072000,-42191000,-42950000,-42865000,-42072000
ALX,2022-09-30,USD,44851000,53729000,8878000,25088000,12242000,1370000,NA,32609000,NA,-6011000,2017000,8028000,NA,NA,NA,7508000,15109000,NA,8028000,4214000,21502000,12242000,19750000,15109000
ALXO,2022-09-30,USD,-7401000,NA,7399000,NA,-36681000,7299000,29382000,36681000,NA,-2000,1370000,2000,NA,-9000,NA,100000,-35320000,NA,2000,-36690000,-35568000,-36681000,-36581000,-35320000
ALZN,2022-07-31,USD,-1661121,NA,1659589,NA,-3035542,1659589,1375953,3035542,NA,-1532,NA,1532,NA,NA,7097,7097,-3037074,NA,1532,-3037074,-3037074,-3035542,-3028445,-3037074
AM,2022-09-30,USD,153131000,231034000,77903000,46648000,137770000,13587000,NA,93264000,NA,-47835000,-46395000,1440000,NA,-23424000,34206000,17668000,114346000,30332000,1440000,84014000,84014000,137770000,133454000,84014000
AMAL,2022-09-30,USD,31010000,67268000,36258000,NA,19150000,11598000,NA,11860000,NA,67628000,70815000,3187000,5003000,NA,NA,262000,31010000,8066000,3187000,22944000,-6764000,34197000,34459000,22944000
AMAO,2022-09-30,USD,-144350,NA,144350,NA,93766,144350,NA,-307965,NA,NA,NA,NA,NA,NA,NA,NA,34667,NA,NA,93766,93766,93766,-307965,34667
AMBC,2022-09-30,USD,776000000,80000000,-696000000,NA,740000000,4000000,NA,37000000,-2000000,-49000000,NA,49000000,17000000,NA,0,6000000,342000000,2000000,49000000,340000000,222000000,391000000,397000000,340000000
AMCI,2022-09-30,USD,-876343,NA,876343,NA,-1032551,876343,NA,876343,NA,NA,NA,NA,NA,1426720,NA,NA,1298911,54366,NA,1244545,1244545,-1032551,-1032551,1244545
AMCX,2022-09-30,USD,355376000,648835000,293459000,293459000,150677000,207972000,NA,237707000,3625000,-34308000,3625000,34308000,681843000,-1546000,NA,29735000,113122000,28456000,34308000,89992000,31960000,147430000,177165000,84666000
AMD,2022-09-30,USD,2354000000,5534000000,3768000000,3211000000,-64000000,557000000,1279000000,1836000000,NA,-31000000,NA,31000000,5565000000,22000000,NA,1165000000,-69000000,-135000000,31000000,66000000,11000000,-38000000,1127000000,66000000
AMED,2022-09-30,USD,-649613000,557988000,644650000,322200000,38900000,188400000,NA,196900000,59000,-4963000,59000,4963000,24000,491000,NA,5500000,35059000,9417000,4963000,25403000,25642000,40022000,45522000,25642000
AMEH,2022-09-30,USD,44263000,314711000,270448000,245522000,50091000,21388000,NA,24926000,223000,-2422000,223000,2422000,317001000,-1318000,NA,3538000,39853000,13867000,2422000,27396000,25986000,42275000,45813000,25986000
AMG,2022-09-30,USD,183300000,550300000,367000000,273800000,-242100000,93200000,NA,425400000,NA,-28300000,19600000,28300000,578600000,44800000,NA,14400000,149400000,36800000,28300000,164300000,44400000,177700000,243800000,112600000
AMGN,2022-09-30,USD,2859000000,6362000000,3503000000,1588000000,2660000000,1287000000,1112000000,3027000000,NA,-368000000,NA,368000000,6730000000,100000000,NA,628000000,2392000000,249000000,290000000,2143000000,2163000000,2660000000,3388000000,2143000000
AMK,2022-09-30,USD,83446000,154663000,71217000,80207000,-32266000,21667000,NA,115712000,NA,-1560000,1560000,1560000,NA,11000,NA,7961000,37402000,7293000,1560000,30109000,30109000,38962000,46923000,30109000
AMKR,2022-09-30,USD,421228000,2073859000,1730410000,1662463000,319287000,67947000,33994000,101941000,NA,-10845000,4034000,14879000,2084704000,5692000,156192000,156338000,309724000,3643000,14879000,306457000,298245000,324603000,480941000,306081000
AMLX,2022-09-30,USD,173000,345000,172000,172000,-54681000,29940000,24914000,55026000,NA,601000,601000,NA,NA,800000,NA,109000,-53881000,125000,NA,-53756000,NA,-53631000,-53522000,-53756000
AMNB,2022-09-30,USD,12288000,29351000,17063000,NA,-460000,12438000,NA,12750000,NA,24007000,25151000,1144000,4760000,NA,567000,310000,11704000,2448000,1144000,9256000,-9377000,12848000,13158000,9256000
AMP,2022-09-30,USD,1577000000,3506000000,1929000000,1737000000,652000000,925000000,NA,925000000,NA,-67000000,52000000,67000000,-86000000,NA,NA,-7000000,685000000,137000000,67000000,548000000,-451000000,752000000,730000000,548000000
AMPG,2022-09-30,USD,2660915,5435654,2774739,2774739,586021,1852345,222549,2074894,NA,-9318,NA,9318,0,-9105,NA,113180,576916,0,9318,577129,577129,586234,699414,576916
AMPH,2022-09-30,USD,58510000,120129000,61619000,5500000,23228000,16768000,18514000,35282000,331000,-566000,331000,566000,NA,-397000,6204000,392000,22433000,6559000,566000,16037000,14652000,22999000,23391000,15874000
AMPL,2022-09-30,USD,43538000,61614000,64714000,18076000,-24190000,46138000,21590000,67728000,NA,NA,NA,NA,61614000,1442000,NA,1316000,-22748000,-204000,NA,-22544000,-23124000,-24190000,-22874000,-22544000
AMPY,2022-09-30,USD,113378000,129599000,16221000,7483000,51183000,6965000,NA,20738000,NA,-3974000,NA,3974000,129599000,25000,NA,6296000,47234000,0,NA,47234000,47234000,51183000,57504000,47234000
AMR,2022-09-30,USD,244367000,869768000,625401000,555502000,261023000,15095000,NA,69899000,1064000,-1695000,1064000,1695000,867849000,1702000,NA,4543000,258254000,5437000,1695000,251836000,253635000,259949000,264492000,252817000
AMRC,2022-09-30,USD,79556000,437021000,403527000,361740000,38938000,40618000,NA,41906000,NA,-4737000,-335000,4402000,441758000,-7546000,653000,1133000,31048000,3657000,4402000,27735000,26095000,38938000,36583000,27391000
AMRK,2022-09-30,USD,76592000,1900351000,1823759000,1823759000,58308000,17784000,NA,18284000,5096000,-6130000,5096000,6130000,-29942000,527000,NA,500000,57896000,12771000,6130000,45237000,45177000,64026000,64526000,45125000
AMRS,2022-09-30,USD,-118294000,77079000,195373000,65818000,-148178000,124709000,28780000,158335000,NA,-6289000,NA,6289000,69475000,1688000,NA,3192000,-161243000,152000,6289000,-167274000,-181626000,-154954000,-151762000,-161395000
AMS,2022-09-30,USD,1957000,4828000,2871000,1643000,448000,1260000,NA,1260000,NA,-249000,36000,249000,4828000,NA,NA,1182000,492000,176000,249000,308000,316000,741000,1923000,316000
AMSC,2022-09-30,USD,1970000,27680000,25710000,700000,-8092000,7350000,2314000,10062000,NA,45000,45000,45000,27680000,73000,NA,1398000,-9895000,-14000,NA,-9881000,-7855000,-8092000,-6694000,-9881000
AMSF,2022-09-30,USD,-12147000,71380000,83527000,6737000,-18304000,700000,NA,6157000,NA,NA,NA,NA,67790000,NA,351000,351000,13451000,2090000,NA,11361000,271000,-18304000,13802000,11361000
AMST,2022-09-30,USD,-1457921,280282,1738203,NA,30800000,1381765,480775,1862540,NA,5451,5451,NA,NA,NA,NA,180659,-1577338,NA,NA,30624221,30624221,30800000,30980659,-1577338
AMSWA,2022-10-31,USD,18861000,31438000,24307000,12577000,2767000,11698000,4364000,16094000,NA,-145000,NA,NA,31438000,-509000,NA,32000,2622000,541000,NA,2081000,2081000,2767000,2799000,2081000
AMT,2022-09-30,USD,690400000,2671500000,1981100000,808800000,652900000,231200000,NA,1225100000,NA,-294000000,199300000,294000000,694700000,478500000,NA,898100000,875800000,36100000,294400000,819700000,-30300000,1169800000,2067900000,839700000
AMTB,2022-09-30,USD,24267000,83380000,59113000,NA,3445000,19341000,NA,20822000,-2390000,69897000,89137000,19240000,15956000,NA,NA,1481000,26784000,5864000,19240000,20876000,-14329000,46024000,47505000,20920000
AMTI,2022-09-30,USD,-7349000,NA,7343000,NA,-25526000,7288000,18238000,25526000,NA,-6000,321000,6000,NA,-1000,600000,677000,-25206000,NA,6000,-25527000,-25206000,-25526000,-24849000,-25206000
AMTX,2022-09-30,USD,-1104000,15356000,82602000,72935000,-7595000,6867000,52000,9719000,NA,-7089000,NA,7089000,22445000,2000,1378000,26000,-66842000,3000,56475000,-66845000,-67145000,-59753000,-59727000,-66845000
AMV,2022-09-30,USD,NA,0,NA,NA,-16206000,15536000,670000,16206000,NA,-5000,NA,5000,NA,58000,NA,NA,-16148000,NA,NA,-16148000,NA,-16148000,-16143000,-16148000
AMWD,2022-10-31,USD,98734000,557077000,540617000,462765000,41982000,56752000,NA,77852000,NA,-4422000,-4206000,216000,561499000,897000,NA,21100000,38463000,9679000,216000,28784000,34049000,41982000,59779000,28784000
AMWL,2022-09-30,USD,-34141000,69938000,104079000,41507000,-71124000,56175000,36254000,196508000,NA,1237000,1237000,1237000,69209000,-593000,NA,6397000,-69989000,95000,NA,-69982000,-80786000,-71124000,-64727000,-70084000
AMZN,2022-09-30,USD,40542000000,126381000000,85839000000,70268000000,2525000000,14075000000,19485000000,15571000000,277000000,-617000000,277000000,617000000,126998000000,759000000,NA,1496000000,2941000000,69000000,617000000,2872000000,539000000,3558000000,5054000000,2872000000
AN,2022-09-30,USD,1312800000,6666000000,5353200000,5353200000,522500000,763200000,NA,763200000,NA,-33700000,44400000,33700000,NA,-4600000,NA,50100000,473400000,120800000,33700000,352700000,352600000,522500000,567900000,352600000
